index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
10052, ngapain di ingatkan orang tersebut wong yg di ingatkan budek tuli pekak dan tolol ,1,1,1,0,0,0,1,0,0,1,0,0
10053,bagi bagi sembako gembar gembor atas nama presiden klo ngutang diem diem bae atas nama rakyat 2019gantipresiden 2019presidenbaru 2019gantipresidenbaru,1,0,1,0,0,0,0,0,1,1,0,0
10054,apa sudah melihat lokasi muhammad membantai 800 yahudi sekitar 1400 tahun lalu bung lukman ,1,0,0,1,1,0,0,0,0,0,1,0
10055,gubernur rasa presiden ,0,0,0,0,0,0,0,0,0,0,0,0
10056,klik,0,0,0,0,0,0,0,0,0,0,0,0
10057, yakiin anda mau ganti presiden saya harap cek kesehatan anda saya yakin para pembenci pak dhe uda ada yg lewat sini sebelom hidupmu makin memburuk segeralah jumpa dikoter t3tapjokowi2019 t3tapjokowi2019 t3,0,0,0,0,0,0,0,0,0,0,0,0
10058, astagfiruloh yaallah jauhkan hamba dr setan yg terkutuk ,0,0,0,0,0,0,0,0,0,0,0,0
10059, budek kamu ya ,1,1,1,0,0,0,1,0,0,1,0,0
10060,kamu benar benar diktaktor otoriter pak presiden ,1,0,1,0,0,0,0,0,1,1,0,0
10061, mampus lu a dia juga sama kek gua wkwk ,1,1,1,0,0,0,0,0,1,1,0,0
10062, mau nete tpi sama abang 3 ggg ,0,1,0,0,0,0,0,0,0,0,0,0
10063, aku meluruskan tentang depresi dan suicide nteman ya tetep aja karena ga deket sama tuhan n nbodo amat gua cape xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
10064, menteri sontoloyo ,1,1,1,0,0,0,0,0,1,1,0,0
10065,salah seorang darimu membaca 3 ayat di dalam nshalat lebih baik baginya daripada mendapatkan tiga nonta yang hamil gemuk dan besar xe2 x80 x9d muslim ,0,0,0,0,0,0,0,0,0,0,0,0
10066,ayo zul kritik ini ,0,0,0,0,0,0,0,0,0,0,0,0
10067, soalnya kurikulum tentang kecintaan indonesia dihapuskan diganti dgn kurikulum kecintaan cina,1,0,0,1,0,1,0,0,0,0,1,0
10068, hehehe itulah dungunya kamu otak km terbalik susah untuk dijelaskan km itu anak ingusan baru tumbuh belum pantas mengerti sana nete dulu sama ibumu dasar kadal kebon ,1,1,1,0,0,0,0,0,1,1,0,0
10069,baru sadar kalo bagi bagi bom takjil tempatnya di malang facepalm ,0,0,0,0,0,0,0,0,0,0,0,0
10070, gue masih ga ngerti sama pola pikir orang tua yang nyuruh anaknya buat ngejauhin temennya yang autis bener bener itu manusia apa bukan sih kok jahat banget malah banyak dari mereka yang mempunyai kelebihan seperti itu jauh lebih pintar ,0,0,0,0,0,0,0,0,0,0,0,0
10071, banyak keturnan pki marah tu pak ,0,0,0,0,0,0,0,0,0,0,0,0
10072,cacat mbappe ,0,1,0,0,0,0,0,0,0,0,0,0
10073,presiden menggelar rapat kabinet terbatas agenda ke dua yang membahas percepatan pelaksanaan berusaha di i ,0,0,0,0,0,0,0,0,0,0,0,0
10074, kafir jelas musuh munafiq membunuh dari dalam ,1,1,1,0,0,0,0,0,1,1,0,0
10075,di rejim ini dikeluarkan dan muncul istilah mesjid radikal entah siapa dibelakang ini semua syiah komunis liberal atau lainnya ,0,0,0,0,0,0,0,0,0,0,0,0
10076, selamat siang lanjutin ngentot yuk di hari jumat ngentot meki memek url,0,1,0,0,0,0,0,0,0,0,0,0
10077,polda jateng siap amankan pilkada 2018,0,0,0,0,0,0,0,0,0,0,0,0
10078,syarat calon wakil presiden jokowi 2019 mendatang yg di ajukan ppp salah satunya adalah tetap menjaga narasi besar bangsa indonesia bahwa indonesia selalu dipimpin oleh pengabungan narasi nasionalis agamis atau agamis nasionalis romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
10079, kom3 menkumham mengenai md3 memang benar hak imunitas itu ada pernah ada perdebatan uu pilkada sdh ketok palu namun pendekatannya presiden sdh mengeluarkan perpu namun md3 ini presiden tdk mengeluarkan perpu tp tdk mau tandatangan sy kira,0,0,0,0,0,0,0,0,0,0,0,0
10080,panglima tni pemuda pemimpin masa depan bangsa ,0,0,0,0,0,0,0,0,0,0,0,0
10081, sitip itu apaan ,0,0,0,0,0,0,0,0,0,0,0,0
10082,dpr butuh dukungan kaya nya nih hak menyatakan pendapat lengserkan jokowi kedaulatan di tangan rakyat terserah rakyat ,1,0,1,0,0,0,0,0,1,0,0,1
10083,teringat ngan kisah bunga yg sedang hangat dalam course gua hahahahah gua terfikir jgk ad mase pulak dia nk bgi thu detail pergerakkan member gua tpi tahap gila aku takde tahap nk jga tepi kain org but i m sweet stalker beautiful and smart ,0,0,0,0,0,0,0,0,0,0,0,0
10084,kalo ga merasa selingkuh kenapa harus risih nsepandai kau simpan bangkai pada akhirnya akan kecium juga nwaktulah yg akan membuktikan ,0,0,0,0,0,0,0,0,0,0,0,0
10085, memek eh mewek xf0 x9f x98 x85 xf0 x9f x98 x85 xf0 x9f x98 x85 ,0,1,0,0,0,0,0,0,0,0,0,0
10086, mampus kan luh ,1,1,1,0,0,0,0,0,1,1,0,0
10087, jokowi antek zionis ato komunis ato paranoid islam url,1,0,1,0,1,0,0,0,0,1,0,0
10088,namun apakah ada soal yang lebih gawat ketimbang pemerintah yang kecele berkali kali dalam kerja samanya dengan perusahaan asing n freeport51 ,0,0,0,0,0,0,0,0,0,0,0,0
10089, memek lonte pengen disodok kontol gede ,0,1,0,0,0,0,0,0,0,0,0,0
10090,12 presiden berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan pembangunan lainnya ,0,0,0,0,0,0,0,0,0,0,0,0
10091,bukber n nekspetasi gw ya flasback ngebahas ngegoblogan yg pernah dilakukan pas sekola biar have fun n nrealitanya cuma nngebah kerjaan menyombongkan diri menganggap tempat kerjanya sekarang yg terbaik kan kntl bgst xf0 x9f x98 x92 n ndasar adit fajar ilmah lu pada ,1,1,0,1,0,0,0,1,0,0,1,0
10092,udah udik gay lagi ,1,1,1,0,0,0,0,1,0,1,0,0
10093, wkwkwk bangke sambil ada yg ngetok2 di jendela ,0,1,0,0,0,0,0,0,0,0,0,0
10094, si terdakwa penista agama alias si ahok babi jamban tuh yang morfotin uang rakyat jakarta,1,1,1,0,0,0,0,0,1,1,0,0
10095,suka iri sama orang orang yang rahasia kulit mulusnya itu air wudhu soalnya aku kristen ,0,0,0,0,0,0,0,0,0,0,0,0
10096,anda orang indoneisia pejabat tingggi nkri mengapa salam dalam bahasa orang arab apa bahasa indonesia lbh rendah ,1,0,1,0,1,0,0,0,0,1,0,0
10097, pakai jurus tka diperbanyak kali yg lokal habis diphk pelan2 ,1,0,0,1,0,0,0,0,1,0,1,0
10098, heran juga saya setan iblis pada kabur dan takut kalo mendengar azhan tapi ini mahluk allah yg satu ini anteng s xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
10099,seekor monyet yang berada di kebun binatang tianjin cina menjadi viral karena memiliki wajah seperti manusia monyet berusia 18 tahun itu diketahui berjenis capuchin yang berasal dari amerika tengah url,0,0,0,0,0,0,0,0,0,0,0,0
10100, pasti g dukung aye diem2 itu mengagumi duet jokowi dan puan untuk jd capres amp cawapres loh suer 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
10101, yg pbwibowo itu gay ya ,1,1,1,0,0,0,0,1,0,1,0,0
10102, yakali juga sih bolot amat aing ,0,1,0,0,0,0,0,0,0,0,0,0
10103, ah kaga weekend ini tai emang ,0,1,0,0,0,0,0,0,0,0,0,0
10104, bukan temen lebih tepatnya budak dan antek ,0,1,0,0,0,0,0,0,0,0,0,0
10105, nahloh netizen menilai bukan jonru yang merugikan rakyat tapi jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
10106, islam nusantara produk jil dipasarkan dg gencar oleh antek xc2 xb2 jil n nsementara jil anti arab tapi pro aseng n nkata alm kh hasyim muzadi jil itu kafir yg belum jadi atau xc2 xbd kafir n njadi sebenarnya umat isla,1,1,0,1,1,0,0,0,0,0,1,0
10107,jadi gini sayangnya aku gendut ultah gila sih tua umurnya udah 20tahun asik cepet ketemu yg soleha seperti harapanmu xf0 x9f x92 x95 semoga datang lalu tidak tiba2 meninggalkan xe2 x98 xba xef xb8 x8f ,0,0,0,0,0,0,0,0,0,0,0,0
10108, jokowi di tuduh pki dan prabowo di tuduh otoriter hello tuh mas ahy senyum senyum aje ngumpulin kekuatan politik haha,1,0,1,0,0,0,0,0,1,1,0,0
10109, bunda yg pro bnget goyang kontol suaminya private bun xf0 x9f x98 x82g bosen liat vid ini xf0 x9f x98 x8d trus kasih biar vera bisa liat trus xf0 x9f x98 x8d n nhtt xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
10110,abang bisa bahasa asing ya nbasa asing ga bisa nlha itu tadi yes no yes no nitu kan basa inggris dek bukan basa asing xf0 x9f x98 x91 ,0,0,0,0,0,0,0,0,0,0,0,0
10111, di era sby lah mulai menjadi alat libas lawan dan komplotannya,1,0,0,1,0,0,0,0,1,0,1,0
10112,betul itu kang lengserkan jokowi dari awal kerja nya cuma pikir infrastruktur bkn pikir rakyat ini bisa nyaman dengan ekonomi yg stabil ,1,0,1,0,0,0,0,0,1,0,0,1
10113,brengsek bgt yg ngirim foto setan ,1,1,1,0,0,0,0,0,1,1,0,0
10114, xf0 x9f x98 x82 xf0 x9f x98 x82 andre onta dah mate kita hajar ,1,1,1,0,0,0,0,0,1,1,0,0
10115, enak nih dientot kontol panjang url,0,1,0,0,0,0,0,0,0,0,0,0
10116, weh kunyuk xf0 x9f x98 x82 ,0,1,0,0,0,0,0,0,0,0,0,0
10117,gila nih panasnya sampe nutrisari jeruk amerika idiot ampe keringetan ,0,1,0,0,0,0,0,0,0,0,0,0
10118,aku tg di rp ga pernah ngaku ngaku ntg ya sori harusnya rangorang jg nyadar typing aing banci gini masih aja ada yg naksir dicemburuin hdh ,0,1,0,0,0,0,0,0,0,0,0,0
10119,jablay ya pantes capernya ke tulang2 sini aku cuih in ahsudalah ,1,1,1,0,0,0,0,1,0,1,0,0
10120,ustadz subki al bughury s sos i saja mendukung pilkada damai di kab sinjai tanpa hoax ujaran kebencian dan isu sara kalau anda ,0,0,0,0,0,0,0,0,0,0,0,0
10121, ayo ngaku agama mu apa kristen protestan athies budha hindu ngaku dong malu ya ama agama lo sendiri ,1,0,1,0,1,0,0,0,0,1,0,0
10122, udah basah memek pengen di entot ,0,1,0,0,0,0,0,0,0,0,0,0
10123,cebong dan bani bumi datar ,1,1,0,1,0,0,0,0,1,0,1,0
10124,buat gue yang culun gini aja bisa nyampe sini pasti semua orang bisa yg penting ada bekal mimpi minat amp ketrampilan ,0,0,0,0,0,0,0,0,0,0,0,0
10125,buat cewe nih jangan tolol deh cuma gara2 cinta lo sampe rela ngasih kehormatan lo ,0,1,0,0,0,0,0,0,0,0,0,0
10126, daruratduniaperadilanindonesia pengadilan negeti pun jadi tempat ajang kebencian sara itu si terdakwa seiman hakim atau bukan jika seiman ringan hukumannya jika beda agama hukum seberat beratnya kecuali sogok pake duit pengadilan indo,1,1,0,1,0,0,0,0,1,0,1,0
10127,i added a video to a playlist,0,0,0,0,0,0,0,0,0,0,0,0
10128, karna cebong bukan ahli bully yg ahli bully itu gerombolan kampret panik yg sampai skrg blm menemukan sosok yg pas pengganti jokowi nitu artinya jokowi wajib 2 periode ,1,1,0,1,0,0,0,0,1,0,1,0
10129, memek itu nikmat ku suka ,0,1,0,0,0,0,0,0,0,0,0,0
10130,kasian pak terbata bata bicaranya karena lupa bawa teks sampai ga da yang mau mmperhatikannya hormat dan sukses selalu pak anies ,0,0,0,0,0,0,0,0,0,0,0,0
10131,wagirin aarman apresiasi usulan pilkada kembali dipilih dprd,0,0,0,0,0,0,0,0,0,0,0,0
10132,brngsk gua udh tobat ntiba vidkep muncul nterkutuk kau boy yg nge rt in ,1,1,1,0,0,0,0,0,1,1,0,0
10133, heh su asu sehat ,1,1,1,0,0,0,0,0,1,1,0,0
10134, wkwkwkwk untung gw ga pernah goblok alias emg uda pinter dari orok v ,0,0,0,0,0,0,0,0,0,0,0,0
10135, pa ai tolol indonesia belum ada thn segitu dan pemimpimnya kafir ya catet ,1,1,0,1,1,0,0,0,0,0,1,0
10136, lo dongok ya kata kata kok yg di dukung prabowo itu tanya cong bukan menyerang hadehhh dasar banci lo yakk ,1,1,1,0,0,0,0,1,0,1,0,0
10137, prabowo akan selalu dimusuhi pki dan antek anteknya url,1,0,1,0,0,0,0,0,1,1,0,0
10138, lu gaada apa2 nya dibanding n4d n n4d itu talanted bgt n lu pansos bgt sih najis ,1,1,1,0,0,0,0,0,1,1,0,0
10139,ganyang pki kenapa kalian harus hapus lambang pki di film apa kalian telah di intimidasi komunis dan antek pki yg sepe i hantu ,1,0,0,1,0,1,0,0,0,0,0,1
10140, kampret nih si jimmy loe dapet duit dari niru2 ulama ulama malah loe goblog2in loe yg goblog bin bahlul mendingan loe copot tuh atribut2 palsu loe ganti seragam cebong loe bakalan mati sengsara di adzab sama allah aamiin n loe liat aje nanti ,1,1,1,0,0,0,0,0,1,1,0,0
10141,gua heran ama dan sebagian warga dki pilkada ribut dengan mayat jadi gubernur ribut sama mayat lama nyalahin allah yg nentuin takdir tolol kok d isi ulang ,1,1,0,1,0,0,0,0,1,0,1,0
10142, mang di ktp ada tulisan cebong mas ente butuh perhatian atau kasih sayang sih ,0,0,0,0,0,0,0,0,0,0,0,0
10143,diduga sediakan psk warung kopi di kabupaten tangerang ditutup xc2 xa0polisi url url,0,0,0,0,0,0,0,0,0,0,0,0
10144, harap maklum aja pak pembuat isu itu selain udah toku medekati idiot juga xf0 x9f x98 x9d ,0,1,0,0,0,0,0,0,0,0,0,0
10145,2 dalam perjalanannya kali ini presiden didampingi kepala staf kepresidenan koordinator staf khusus presiden teten masduki staf khusus presiden diaz hendropriyono dan komandan paspampres mayjen tni mar suhartono jokowikunkerj,0,0,0,0,0,0,0,0,0,0,0,0
10146, eyyy kepala aku tak sebesar tuuu eue ,0,1,0,0,0,0,0,0,0,0,0,0
10147,ada yang punya pengalaman urus surat administrasi pernikahan n1 n2 dan n4 pasangan yang beda agama kristen katolik share dong ,0,0,0,0,0,0,0,0,0,0,0,0
10148,atasi setan yang bernama cinta ,0,1,0,0,0,0,0,0,0,0,0,0
10149, coba kalo ahok yg ngomong gtu pasti bani kampret pada murka n n n n n alumni212 n kampret n monyet ,1,1,0,1,0,0,0,0,1,0,1,0
10150,mager padahal mantul banget anjir gsnya ada naif ari lasso padi jaz ran fourtwnty hivi danilla xf0 x9f x98 xa5 ,0,1,0,0,0,0,0,0,0,0,0,0
10151,warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018 genpi ,0,0,0,0,0,0,0,0,0,0,0,0
10152, dasar goblok dan tolol nkri dipimpin sama manusia turunan onta harus cari pemimpin yg wni asli yg pintar dan berbobot bukan turunan onta yg otaknya isis ,1,1,0,1,1,0,0,0,0,0,1,0
10153,guru sd desa plumbon porong deklarasi anti hoax ujaran kebencian issu sarah dan mendukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
10154,sumpah anjir kesel bat gwa yaallahh ,0,1,0,0,0,0,0,0,0,0,0,0
10155,presiden sowan ke kantor mui jawa barat presiden mendatangi ulama insya allah indonesia berkah gerakanindonesiabersyukur,0,0,0,0,0,0,0,0,0,0,0,0
10156, yang sombongkan situ kampret cebong mah rendah hati dan rajin mengaji xf0 x9f x91 x8d xf0 x9f x91 x8d xf0 x9f x91 x8d ,1,1,1,0,0,0,0,0,1,1,0,0
10157, sebetulnya aku yg kegoda npengen bantuin kamu n n nbantuin megang ujung kaosmu nnutupin tytyd saat lagi eek ,0,1,0,0,0,0,0,0,0,0,0,0
10158,dasar bini suruh beli santan dia dok melepak kedai mamak brengsek xe2 x80 x94 haih amin madnor ni url,1,1,1,0,0,0,0,0,1,1,0,0
10159,suara ngoroknya kek kambing bandot coba kirain ada yg lg pake gergaji mesin malem2 atau suara dr masjid tp ngga jelas bilang apa secara gue budeg kan eh pas keluar kamar ternyata hahaha ,0,1,0,0,0,0,0,0,0,0,0,0
10160,jadi bangsa yang pecundang kalo begitu pantes saja kalo jadi cukong dan antek asing ,1,1,0,1,0,0,0,0,1,0,1,0
10161,wah ini dulu formnya ada di bawah tipinya mbah uti jogja,0,0,0,0,0,0,0,0,0,0,0,0
10162, perut buncit itu bukan karena kebanyakan tidur cebong mana ngerti ,1,1,1,0,0,0,0,0,1,1,0,0
10163, ketika dimintai contoh tak sungkan dia melakukannya kalaupun terhitung sudah mengambil bagiannya itu juga tak masalah sih n n xe2 x80 x9cseperti ini chiya chan xe2 x80 xa6 xe2 x80 x9d diam diam tangannya meremat bokong si helai pasi ,0,1,0,0,0,0,0,0,0,0,0,0
10164,djarot akan menjadi gubernur pada sisa masa jabatan periode 2012 2017 ,0,0,0,0,0,0,0,0,0,0,0,0
10165,ah itu perasaan ente aja bukti nya muslim rohingya di usir dari myanmar krn memperkosa gadis budha itu tanda nya bejat ,1,1,0,1,1,0,0,0,0,0,1,0
10166, proyek tambang emas dan perak yg selama ini dikuasai pihak asing ,0,0,0,0,0,0,0,0,0,0,0,0
10167, celeng nyebut celeng ,1,1,1,0,0,0,0,0,1,1,0,0
10168,pembunuhan karakter mayjen kivlan zein oleh rezim yg jelas antek komunis saat ini bisa diwakili dari ftho diatas ,1,0,1,0,0,0,0,0,1,1,0,0
10169, bilangin aja sama itu si kunyuk ga usah terlalu bynk omong suruh dia cari kerja yg bener jgn jd calo politik yg ngejadiin agama buat tameng nte liat nanti karmanya ,1,1,1,0,1,0,0,0,0,1,0,0
10170,dituduh syiah komunis yahudi dan antek cina tolong konsisten ya netizen saya sebenarnya misionaris ,1,0,0,1,0,0,0,0,1,0,1,0
10171, 8 selain penghentian reklamasi dan penutupan alexis janji melepas saham miras yang diucapkan anies sandi saat kampanye p,0,0,0,0,0,0,0,0,0,0,0,0
10172, iri ae lu tolol ,1,1,1,0,0,0,0,0,1,1,0,0
10173, biar jelas gatot di pihak mana mundur lah persiapkan diri pemilihan presiden 2019 lawan jokowi ,1,0,1,0,0,0,0,0,1,1,0,0
10174,kereta ini adalah ac ekonomi menuju serpong aku akan segera berangkat harap dicatat di pintu ,0,0,0,0,0,0,0,0,0,0,0,0
10175,mlempemm maaf tenggorokannya lagi kering ,0,0,0,0,0,0,0,0,0,0,0,0
10176, haq melawan batil rezim mukidi haq pasti menang inshallah ,0,0,0,0,0,0,0,0,0,0,0,0
10177,capres cawapres ri 1 nih pintar dan pro wong cillik dan tdk otoriter,0,0,0,0,0,0,0,0,0,0,0,0
10178, saya bukan pak jokowi yang diktator,1,0,1,0,0,0,0,0,1,1,0,0
10179,nih masih mo ngeles soal tka cina sdh lebih dari 1000 orang msk melalui kendari pak de hebat pengguran msh bnyk di ind tp membebaskan tka cina klou dibiarkan terus an 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
10180,waspadailah para pembajak agama ini mereka membuat kita berdosa dengan beragama ,0,0,0,0,0,0,0,0,0,0,0,0
10181,desa desa di indonesia mengajarkan byk hal positif yg selalu buat ku rindu,0,0,0,0,0,0,0,0,0,0,0,0
10182, cebonger mana nih junjungannya mau ditembak kok pada tiarap apa karena masih satu habitat makanya pada bisu berjamaah ,1,1,0,1,0,0,1,0,0,0,1,0
10183, om ini di tangkep jg g y klo dosen usu j di tangkap klo om ini nggak berarti sontoloyo n 2019gantipresiden ,1,1,1,0,0,0,0,0,1,1,0,0
10184, koar2nya anti aseng importnya dr tiongkok nknpa tdk import dr india atau malaysia xf0 x9f x98 x82 xf0 x9f x98 x82 ,0,0,0,0,0,0,0,0,0,0,0,0
10185, mending makan disini lebih murah buang buang duit lo ntar juga jadi tai n natau gak si a beli barang murah terus si b komen ih kok lo beli disitu sih kan murah pasti bahannya gak bagus n nlalu si b secara gak langsung dan gak merasa udah nyakitin hati si a dengan perkataan ,0,1,0,0,0,0,0,0,0,0,0,0
10186, alamak terjumpa gambar lama salah seorang pemimpin pejuang melayu islam umno bn pulak nasib baik tak clubbing tapi apa kat tangan tu banyak lagi gambar lama pemimpin bn yang lain kalau nak ,0,0,0,0,0,0,0,0,0,0,0,0
10187, janji prabowo apa apa janji2nya nanti bisa terealisasi semua selama 1 periode seandainya dia menang pilpres janji gombal gimana dengan uu md3 siapa yg berangus kebebasan berpendapat melihat cermin orang lain tapi tidak mau beli cer,1,0,1,0,0,0,0,0,1,1,0,0
10188,mana la cina ni tahu tu kereta perempuan xf0 x9f x98 x85 ,0,0,0,0,0,0,0,0,0,0,0,0
10189, nanya seriusan mbah kenapa meng iya kan maen film di kafir ini ceritanya menarik sesuai dengan hati nurani ,0,0,0,0,0,0,0,0,0,0,0,0
10190, slma pmimpinnya dungu rkyt gk kn mndptkn kbrkhn ,1,1,1,0,0,0,0,0,1,1,0,0
10191,kemaren kayaknya ada yg quote tweet ttg kristen mana ya xf0 x9f xa4 x94 ,0,0,0,0,0,0,0,0,0,0,0,0
10192, cuma 1 kata bajingan ,1,1,1,0,0,0,0,0,1,1,0,0
10193,mayoritas warga tak ingin jokowi jadi presiden lagi klikrmol survei,0,0,0,0,0,0,0,0,0,0,0,0
10194,bukan cuma terlemah kok 1 kinerja jeblok 2 karakter bobrok 3 elektabilitas anjlok 4 pencitraa mentok 5 pendukung goblok 6 kalap ngemis ke tiongkok 7 mau jd macan pdhl kodok prof jeffrey winters jokowi presiden terlemah dalam sejarah in,1,1,1,0,0,0,0,0,1,1,0,0
10195, kamu tuyul aku majikannya hehehe ,0,1,0,0,0,0,0,0,0,0,0,0
10196, jgn prcaya mulut besarx org ini bila prlu klo ada xg kenal kberdaan org ini beri info biar aq sumbat mulutx pake petasan biar modar ini anjing pembohong ,1,1,1,0,0,0,0,0,1,0,0,1
10197,gerakan komunis telah memberikan dampak yang cukup besar bagi jalannya perpolitikan di dunia termasuk di indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
10198,awas aja kalo puisi sukmawati dipake senjata berpolitik udik ,1,1,0,1,0,0,0,0,1,0,1,0
10199,mampus itu rp kji masih aja ngardus udah 2 taon w pantengin ,0,1,0,0,0,0,0,0,0,0,0,0
10200,ambik course graphic design tapi bergaya semacam pergi class macam budak fashion n nyaa setan budek takkan aku nak pakai baju tidur pergi class hanat nye tahu designer takda masa tapi aku ada masa untuk appearance aku noted that n nmaju lu sini anjing ,1,1,1,0,0,0,0,0,1,1,0,0
10201, bukan lah anjir nick pas jd bona kimjiy tp w mau make unhi nick dr lama tp kalo unhi pasti dikira universitas hindu indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
10202, mampus aib lu kebongkar ga ,1,1,1,0,0,0,0,0,1,1,0,0
10203,nemu jawaban dari seorang ustadz kenapa babi diharamkan nlah netijen yang udah pinter malah ngata ngatain bodoh hidup ga bermanfaat ga pernah ngaji dll xf0 x9f x98 x91 xf0 x9f x98 x91 xf0 x9f x98 x91 ,0,0,0,0,0,0,0,0,0,0,0,0
10204,gara2 udah 2 3 drama film korea yg ditonton bersetting wktu 1987 1988 jadi penasaran ada apa korsel ditahun itu mngkin banyak kenangan sejarah dtahun itu kali ya dimulai olimpiade seoul korsel lgi anti2ny sama komunis sering gesek gesekan sama tetang,0,0,0,0,0,0,0,0,0,0,0,0
10205, satu bukti valid lagi bahaya virus idiot yg diminum oleh salah satunya admin bisa membuat xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
10206,menlu indonesia janji akan hancurkan kekuatan anti china jokowi anti pribumi turunkan jokowi tiru turki,1,0,1,0,0,0,0,0,1,0,0,1
10207,tri bom xf0 x9f x98 x8,0,0,0,0,0,0,0,0,0,0,0,0
10208, ngomong apaan sih udah suruh si cabul pulang dulu jangan jadi banci ,1,1,1,0,0,0,0,1,0,1,0,0
10209,hulk marah 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
10210,berdasarkan ayat al quran allah tidak akan menghilangkan ilmu itu sekelip mata tetapi hilangnya ilmu itu kerana hilangnya para ulama di muka bumi lalu dilantik ketua drpd manusia yang jahil ,0,0,0,0,0,0,0,0,0,0,0,0
10211,yang menciptakan tujuh langit berlapis lapis tidak akan kamu lihat sesuatu yang tidak seimbang pada ciptaan tuhan yang maha pengasih maka lihatlah sekali lagi adakah kamu lihat sesuatu yang cacat ,0,0,0,0,0,0,0,0,0,0,0,0
10212, kalian sdh buta hati bukan lagi buta mata apa ga liat tenaga kerja aseng ilegal berkeliaran di negeri ini dungu lu piara ,1,1,0,1,0,0,0,0,1,0,1,0
10213, ternyata kotoran ayam tidak najis n n n nbismillah alhamdulillah was sholaatu wassalam xe2 x80 x98ala rasulillah waba xe2 x80 x99du xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
10214, masanya beda dan ada alasan kuat pembubarannya masyumi mendukung pemberontakan prri permesta dan menolak memecat anggotanya yg berasal dr sana pki dibubarkan krna peristiwa g30s ,0,0,0,0,0,0,0,0,0,0,0,0
10215,turut hadir pula dalam acara tersebut partai koalisi pendukung pasangan gubernur jatim nomor urut 1 ini khofifahemiljatimsatu,0,0,0,0,0,0,0,0,0,0,0,0
10216,woy ngantukkk bgt bangke ga suka msk pagi xf0 x9f x98 xad ,0,1,0,0,0,0,0,0,0,0,0,0
10217, gerombolan cebong pada ngumpet kayak di sembur air ,1,1,0,1,0,0,0,0,1,0,1,0
10218, wajar si budek ,1,1,1,0,0,0,1,0,0,1,0,0
10219,udah maenin hati akunya udah ngacak ngacak perasaan akunya beresan deui goblog balatak lt 3 ,0,1,0,0,0,0,0,0,0,0,0,0
10220,aku tak pandai dalam ilmu agama akupun tak cerdas dalam ilmu dunia aku hanya perempuan biasa yang tengah mempelajari keduanya ,0,0,0,0,0,0,0,0,0,0,0,0
10221,hanya presiden parti je layak jadi pm manusia tak berparti ni jangan harap lah parti pun tak ada nak jd pm macam mana 93tahun buangtabiat,0,0,0,0,0,0,0,0,0,0,0,0
10222, jadi kata kafir itu jg bukan kata yg diobral begitu saja juga bukan utk ditutup tutupi mmg kejahatan tetaplah kejahatan bukan salah agamanya sukunya warna kulitnya profesinya pribadi orangnya,0,0,0,0,0,0,0,0,0,0,0,0
10223, edan didinya euy madep t o p ,0,1,0,0,0,0,0,0,0,0,0,0
10224, mampus lu gembel kalah debat kan sama anak kecil kelihatan bahwa lu itu kaum cetek tau artinya kaum yg pikirannya dangkal dan sifatnya memaksakan argumennya diterima padahal bodoh ,1,1,1,0,0,0,0,0,1,1,0,0
10225, bloon dikira lagi attend kelas ,0,1,0,0,0,0,0,0,0,0,0,0
10226,tidak masuk akal tdk logis jika pemerintah membiarkan pihak lain mengacaukan proyek strategis ektp mengapa pengacauan penggagalan pencetakan blanko ektp dibiarkan presiden sby kotakpandora ini harus dibuka,0,0,0,0,0,0,0,0,0,0,0,0
10227, aku pake kacamata juga begitu bang jadi agak sipit ,0,0,0,0,0,0,0,0,0,0,0,0
10228, ya kamu kira apa si ketek onta xcd xa1 xc2 xb0 xcd x9c xca x96 xcd xa1 xc2 xb0 ,1,1,1,0,0,0,0,0,1,1,0,0
10229,60 para sahabat nabi pergi merantau dan mengembara ke timur mencari bani jawi di situlah permulaan bani jawi dan dapat menerima islam tanpa peperangan dan mendukung islam sebagai satu kewajipan ,0,0,0,0,0,0,0,0,0,0,0,0
10230, jadi tki formal juga bisa jd millionaire om admin n nrekan2 yg bekerja di sektor oil amp gas di timteng kuwait uae amp qatar rata rata berpenghasilan bersih 5000 usd perbulan itu level operator blom yg level engineer atau m,0,0,0,0,0,0,0,0,0,0,0,0
